SalePrice,LotArea,OverallQual,OverallCond,YearBuilt,1stFlrSF,2ndFlrSF,BedroomAbvGr,MSZoning,LotShape,Neighborhood,CentralAir,SaleCondition,MoSold,YrSold
168500,2117,6,5,2000,756,756,2,FV,Reg,Somerst,Y,Normal,6,2007
165150,10400,6,5,1972,1012,778,4,RL,Reg,NWAmes,Y,Normal,11,2006
160000,10000,6,6,1962,1116,0,3,RL,IR1,NAmes,Y,Normal,2,2010
139900,12342,5,5,1960,1422,0,3,RL,IR1,NAmes,Y,Normal,8,2007
153000,9600,6,6,1955,1520,0,3,RL,Reg,NAmes,Y,Normal,3,2010
135000,11606,5,5,1969,1040,1040,5,RL,IR1,NAmes,Y,Family,9,2007
168500,9020,6,5,1964,1350,0,3,RL,Reg,NAmes,Y,Normal,6,2008
124000,9000,5,6,1880,1089,661,3,RM,Reg,OldTown,Y,Abnorml,6,2006
209500,4590,8,5,2006,1554,0,2,RL,Reg,NridgHt,Y,Normal,8,2007
82500,11900,7,5,1977,1411,0,3,RL,Reg,NWAmes,Y,Family,4,2009
139400,9250,5,7,1954,1056,0,3,RL,Reg,NAmes,Y,Normal,7,2007
144000,6979,6,5,1980,1056,0,0,RL,Reg,OldTown,Y,Normal,6,2010
200000,10896,6,7,1914,1440,1440,8,RH,Reg,SWISU,Y,Abnorml,3,2007
60000,6120,2,3,1936,800,0,1,RM,Reg,BrkSide,N,Normal,1,2009
93000,6000,5,4,1954,811,576,3,RM,Reg,OldTown,Y,Normal,11,2009
85000,8777,5,7,1910,796,0,2,RL,Reg,Edwards,Y,Normal,5,2008
264561,3982,8,5,2006,1567,0,1,RL,Reg,Blmngtn,Y,Partial,10,2006
274000,12677,8,5,2003,1518,0,1,RL,IR1,NridgHt,Y,Normal,4,2008
226000,7050,7,5,2001,1057,872,3,FV,Reg,Somerst,Y,Normal,5,2007
345000,13860,8,7,1972,2000,704,4,RL,Reg,NAmes,Y,Normal,7,2009
152000,10793,5,5,1969,780,840,4,RL,Reg,NWAmes,Y,Normal,4,2007
370878,9187,9,5,2009,1766,0,2,FV,Reg,Somerst,Y,Partial,10,2009
143250,10530,6,5,1971,981,0,3,RL,IR1,NAmes,Y,Normal,3,2007
98300,7200,5,5,1950,1048,0,3,RL,Reg,NAmes,Y,Normal,7,2008
155000,10452,6,5,1953,1094,0,3,RL,IR1,Edwards,Y,Normal,6,2008
155000,7700,6,5,1966,1051,788,4,RL,Reg,NAmes,Y,Normal,6,2010
84500,1936,4,6,1970,630,0,1,RM,Reg,MeadowV,Y,Normal,12,2007
205950,8125,7,6,2007,822,843,3,FV,Reg,Somerst,Y,Normal,5,2008
108000,9084,4,5,1940,755,755,4,RL,Reg,Edwards,Y,Normal,10,2009
191000,8750,7,5,1996,909,807,2,RL,Reg,CollgCr,Y,Normal,7,2009
135000,10320,6,7,1906,756,713,3,RM,Reg,IDOTRR,Y,Normal,6,2008
350000,10437,8,6,1995,2113,0,2,RL,IR1,NoRidge,Y,Normal,8,2008
88000,1680,6,5,1971,525,567,3,RM,Reg,BrDale,Y,Family,3,2010
145500,10007,5,7,1959,1053,0,3,RL,IR1,NAmes,Y,Normal,8,2008
149000,7200,7,6,1931,851,651,3,RL,Reg,Crawfor,Y,Normal,2,2008
97500,17503,6,5,1948,912,546,3,RL,Reg,NAmes,Y,Abnorml,1,2010
167000,9937,5,7,1964,1486,0,3,RL,Reg,Edwards,Y,Normal,3,2009
197900,12384,7,7,1976,1142,793,3,RL,Reg,NWAmes,Y,Normal,11,2007
402000,46589,8,7,1994,1686,762,4,RL,IR2,NoRidge,Y,Normal,7,2009
110000,13560,6,3,1968,1392,0,2,RL,Reg,NAmes,Y,Normal,7,2009
137500,10012,4,5,1972,1181,0,3,RL,Reg,Edwards,Y,Normal,4,2008
423000,20896,8,5,2005,2097,0,1,RL,IR2,Somerst,Y,Partial,1,2006
230500,11194,8,5,2000,1454,482,3,RL,IR1,Gilbert,Y,Normal,11,2006
129000,18450,6,5,1965,1465,915,3,RL,IR1,NAmes,Y,Abnorml,8,2007
193500,8125,6,5,1994,1679,0,3,RL,Reg,SawyerW,Y,Normal,10,2008
168000,14175,5,6,1956,1437,0,3,RL,Reg,Sawyer,Y,Normal,11,2006
137500,11600,4,5,1922,1180,0,2,RL,Reg,Crawfor,Y,Normal,7,2006
173500,8633,6,5,2005,738,738,3,RL,Reg,CollgCr,Y,Normal,2,2009
103600,6629,6,6,1925,697,672,3,RH,Reg,Edwards,N,Normal,7,2009
165000,11250,6,6,1977,1208,0,3,RL,IR1,Veenker,Y,Normal,6,2006
257500,14442,6,7,1957,1839,0,3,RL,Reg,Crawfor,Y,Normal,6,2007
140000,9200,6,6,1965,1136,0,3,RL,Reg,NAmes,Y,Normal,7,2008
148500,2289,6,6,1978,855,586,3,RL,Reg,NPkVill,Y,Normal,4,2009
87000,9600,4,2,1900,1095,679,4,RM,Reg,OldTown,N,Normal,5,2006
109500,9022,5,8,1924,792,0,2,RL,Reg,OldTown,Y,Normal,5,2009
372500,11844,8,5,2008,2046,0,3,RL,IR1,StoneBr,Y,Partial,7,2009
128500,9945,5,5,1961,988,0,3,RL,IR1,Sawyer,Y,Normal,10,2007
143000,8012,6,5,1980,923,0,2,RL,Reg,SawyerW,Y,Normal,5,2010
159434,4500,5,5,1932,848,672,3,RH,IR2,SWISU,Y,Abnorml,7,2009
173000,2887,6,5,1996,1291,0,2,RL,Reg,ClearCr,Y,Normal,11,2008
285000,11248,9,5,2002,1668,0,3,RL,IR1,CollgCr,Y,Normal,7,2007
221000,16770,7,5,1998,1195,644,4,RL,IR2,NoRidge,Y,Normal,6,2010
207500,5062,7,5,1984,1190,900,3,RL,IR1,StoneBr,Y,Normal,9,2007
227875,10207,7,6,2007,874,887,3,FV,Reg,Somerst,Y,Partial,8,2007
148800,5105,7,5,2004,551,551,2,FV,IR2,Somerst,Y,Normal,3,2007
392000,8089,8,6,2007,1419,0,2,RL,Reg,StoneBr,Y,Partial,10,2007
194700,7577,6,5,2005,1362,0,2,RL,IR1,NridgHt,Y,Normal,6,2007
141000,4426,6,5,2004,848,0,1,RM,Reg,CollgCr,Y,Normal,5,2008
755000,21535,10,6,1994,2444,1872,4,RL,IR1,NoRidge,Y,Normal,1,2007
335000,26178,7,5,1989,1238,1281,4,RL,IR1,Timber,Y,Normal,4,2006
108480,5400,5,6,1921,1073,0,2,RL,Reg,OldTown,Y,Abnorml,12,2006
141500,6120,5,6,1936,1067,472,3,RM,Reg,BrkSide,Y,Normal,4,2009
176000,13811,6,6,1987,1137,0,2,RL,IR1,Timber,Y,Normal,7,2006
89000,6000,5,7,1921,616,0,2,RM,Reg,BrkSide,Y,Normal,6,2006
123500,6420,5,7,1952,1148,0,2,RL,IR1,Edwards,Y,Normal,9,2006
138500,8450,5,8,1965,894,0,3,RL,Reg,Sawyer,Y,Normal,4,2010
196000,4282,7,5,2004,1391,0,2,FV,IR2,Somerst,Y,Normal,7,2008
312500,14331,8,5,2002,1800,0,3,RL,Reg,Timber,Y,Normal,5,2006
140000,9600,7,5,1969,1164,0,3,RL,Reg,NWAmes,Y,Normal,7,2006
361919,12438,8,5,2006,1264,1312,4,RL,IR1,StoneBr,Y,Partial,7,2006
140000,7630,5,9,1900,1032,780,4,RM,Reg,OldTown,Y,Normal,5,2010
213000,8400,7,5,2004,1484,0,3,RL,Reg,CollgCr,Y,Normal,5,2010
55000,5600,4,5,1930,372,720,3,RM,Reg,IDOTRR,N,Normal,7,2010
302000,115149,7,5,1971,1824,0,2,RL,IR2,ClearCr,Y,Normal,6,2007
254000,6240,8,5,2006,1324,0,2,RL,Reg,NridgHt,Y,Normal,12,2009
179540,9018,7,5,2007,728,728,3,RL,IR1,Gilbert,Y,Partial,7,2007
109900,7162,5,7,1966,904,0,3,RL,IR1,Sawyer,Y,Abnorml,12,2008
52000,4130,3,6,1935,729,0,2,RL,IR1,BrkSide,Y,Normal,7,2008
102776,8712,4,7,1900,859,319,2,C (all),Reg,IDOTRR,Y,Abnorml,1,2010
189000,4671,8,5,1988,1228,0,2,RL,IR1,StoneBr,Y,Normal,10,2008
129000,9873,4,5,1970,960,0,3,RL,Reg,BrkSide,N,Normal,5,2006
130500,13517,6,8,1976,725,754,3,RL,IR1,Sawyer,Y,Normal,3,2010
165000,10140,6,5,1974,1350,0,3,RL,Reg,NWAmes,Y,Normal,8,2009
159500,10800,7,8,1890,1576,978,3,RM,Reg,OldTown,Y,Normal,7,2007
157000,10000,5,6,1973,1178,0,3,RL,Reg,NWAmes,Y,Normal,11,2008
341000,10542,7,5,1993,1325,1093,3,RL,Reg,NoRidge,Y,Normal,8,2008
128500,9920,5,6,1969,971,0,3,RL,IR1,CollgCr,Y,Normal,5,2006
275000,6563,8,5,1985,1742,0,2,RL,IR1,StoneBr,Y,Normal,12,2006
143000,4426,6,5,2004,848,0,1,RM,Reg,CollgCr,Y,Normal,5,2010
124500,8120,4,7,1970,864,0,3,RL,Reg,NAmes,Y,Normal,7,2009
135000,8172,4,6,1954,997,473,4,RL,Reg,Edwards,Y,Normal,5,2008
320000,13286,9,5,2007,1698,0,3,RL,IR1,Edwards,Y,Normal,2,2009
120500,6960,4,6,1970,864,0,3,RL,Reg,NAmes,Y,Normal,11,2009
222000,21695,6,9,1988,1680,0,3,RL,IR1,Crawfor,Y,Normal,12,2009
194500,7314,7,5,2007,1232,0,2,RL,Reg,CollgCr,Y,Normal,2,2009
110000,11475,5,5,1958,1776,0,4,RL,Reg,NAmes,Y,Abnorml,7,2009
103000,6240,4,5,1925,848,0,2,RM,Reg,IDOTRR,Y,Normal,1,2009
236500,5389,8,5,1995,1616,0,2,RL,IR1,StoneBr,Y,Normal,3,2010
187500,9590,7,5,2003,1146,0,3,RL,IR1,Timber,Y,Normal,5,2007
222500,11404,7,5,1998,1153,878,3,RL,IR1,CollgCr,Y,Normal,7,2008
131400,10000,5,6,1961,1144,0,3,RL,Reg,Sawyer,Y,Normal,3,2009
108000,8978,5,5,1968,948,0,3,RL,IR1,Sawyer,Y,Family,5,2007
163000,10800,7,7,1914,880,888,2,RM,Reg,OldTown,N,Normal,10,2006
93500,8544,3,4,1950,1040,0,2,RL,Reg,NAmes,N,Normal,7,2006
239900,10463,8,5,2005,901,900,3,RL,IR1,Gilbert,Y,Normal,6,2006
179000,10800,5,5,1987,1200,0,3,RL,Reg,Edwards,Y,Alloca,3,2009
190000,9313,7,5,2004,864,864,3,RL,IR1,CollgCr,Y,Normal,4,2009
132000,9600,5,7,1910,768,664,2,RM,Reg,OldTown,Y,Abnorml,5,2007
142000,6768,6,8,1961,912,0,3,RL,IR1,Sawyer,Y,Normal,5,2008
179000,8450,7,5,2000,1349,0,3,RL,Reg,SawyerW,Y,Normal,12,2007
175000,12886,5,6,1963,1464,0,3,RL,IR1,Sawyer,Y,Normal,10,2009
180000,5395,8,5,1993,1337,0,2,RL,IR1,StoneBr,Y,Normal,10,2008
299800,8963,8,9,1976,1175,1540,4,RL,IR1,NWAmes,Y,Normal,7,2008
236000,8795,7,5,2000,980,1276,4,RL,IR1,Gilbert,Y,Normal,4,2009
265979,11700,7,7,1880,1320,1320,4,RM,IR1,OldTown,N,Normal,5,2009
260400,10593,7,5,1996,1720,0,3,RL,IR1,NoRidge,Y,Normal,3,2010
98000,8405,4,3,1945,1088,441,4,RL,Reg,Edwards,N,Normal,4,2009
96500,8800,4,7,1910,792,348,3,RM,Reg,OldTown,Y,Normal,6,2010
162000,7750,7,5,2003,660,660,3,RL,Reg,Gilbert,Y,Normal,8,2007
217000,9236,6,5,1997,1494,0,3,RL,IR1,CollgCr,Y,Normal,7,2006
275500,10240,8,5,2005,1038,1060,3,RL,Reg,NridgHt,Y,Normal,3,2006
156000,7930,6,8,1969,1026,0,3,RL,Reg,NAmes,Y,Normal,7,2009
172500,3230,6,5,1999,742,729,3,FV,Reg,Somerst,Y,Normal,3,2009
212000,10769,8,5,2007,866,902,3,RL,IR1,CollgCr,Y,Normal,4,2009
158900,11616,6,5,1978,672,714,3,RL,IR1,Sawyer,Y,Abnorml,4,2010
179400,2280,7,5,1999,757,744,3,FV,Reg,Somerst,Y,Normal,8,2008
290000,12257,8,5,1995,1328,1203,4,RL,IR1,NoRidge,Y,Normal,11,2007
127500,9100,6,6,1959,864,0,2,RL,Reg,NAmes,Y,Normal,10,2009
100000,6911,5,5,1924,1301,0,2,RM,Reg,BrkSide,Y,Normal,10,2009
215200,8640,7,5,2009,764,783,3,FV,Reg,Somerst,Y,Normal,6,2010
337000,9430,8,5,1999,1268,1097,3,RL,Reg,NoRidge,Y,Normal,7,2009
270000,9549,8,5,1995,1494,0,2,RL,IR1,Veenker,Y,Normal,4,2006
264132,14587,9,5,2008,1506,0,2,RL,IR1,Somerst,Y,Partial,8,2008
196500,10421,7,5,1988,980,734,3,RL,Reg,NWAmes,Y,Normal,3,2010
160000,12508,6,7,1940,983,767,4,RL,IR1,Mitchel,Y,Normal,7,2008
216837,9100,7,5,2004,1836,0,3,RL,Reg,CollgCr,Y,Normal,10,2006
538000,53504,8,5,2003,1690,1589,4,RL,IR2,StoneBr,Y,Normal,6,2010
134900,7252,5,5,1982,858,0,2,RL,IR1,Sawyer,Y,Normal,4,2009
102000,8877,4,5,1951,1220,0,2,RL,Reg,Edwards,Y,Normal,4,2006
107000,7819,6,5,1976,1117,0,3,RL,Reg,Edwards,Y,Abnorml,3,2010
114500,10150,5,5,1958,912,0,2,RL,Reg,NAmes,Y,Normal,7,2007
395000,14226,8,5,2006,1973,0,3,RL,Reg,NridgHt,Y,Partial,7,2007
162000,4500,6,5,1998,1204,0,2,RM,Reg,Mitchel,Y,Normal,6,2009
221500,11210,7,5,2005,1614,0,3,RL,IR1,CollgCr,Y,Partial,7,2006
142500,13350,5,5,1974,894,0,3,RL,IR1,Sawyer,Y,Normal,6,2006
144000,8400,5,5,1977,2020,0,4,RH,Reg,SawyerW,Y,Normal,10,2007
135000,10530,6,5,1977,1004,0,2,RL,Reg,Mitchel,Y,Normal,5,2006
176000,7875,7,5,1995,1253,0,3,RL,Reg,Gilbert,Y,Normal,6,2007
175900,7153,6,5,1992,810,793,3,RL,Reg,SawyerW,Y,Normal,7,2006
187100,16285,7,5,2001,1430,0,3,RL,IR2,CollgCr,Y,Normal,6,2009
165500,9101,5,6,1978,1110,0,1,RL,IR1,Mitchel,Y,Normal,7,2009
128000,6300,6,6,1914,742,742,3,RM,Reg,OldTown,Y,Normal,6,2008
161500,9790,6,5,1967,1342,0,3,RL,Reg,NWAmes,Y,Normal,9,2009
139000,10800,5,6,1915,966,686,4,RM,Reg,OldTown,Y,Normal,6,2010
233000,10142,7,5,2004,956,1128,4,RL,IR1,SawyerW,Y,Normal,1,2010
107900,6000,4,7,1954,901,0,2,RM,Reg,OldTown,Y,Normal,8,2008
187500,12205,6,8,1966,976,1111,5,RL,IR1,ClearCr,Y,Normal,7,2007
160200,3182,7,5,2005,1145,0,2,RL,Reg,Blmngtn,Y,Normal,9,2009
146800,11333,6,5,1976,1062,0,3,RL,IR1,Mitchel,Y,Normal,5,2007
269790,9920,7,5,1996,1127,886,3,RL,IR1,NoRidge,Y,Normal,6,2007
225000,9158,8,5,2007,1496,0,3,RL,Reg,Somerst,Y,Partial,6,2007
194500,10832,7,5,1994,1086,809,3,RL,IR1,Gilbert,Y,Normal,10,2008
171000,8400,6,6,1980,888,676,3,RL,Reg,SawyerW,Y,Normal,4,2010
143500,8197,6,5,1977,1285,0,3,RL,Reg,Sawyer,Y,Normal,4,2007
110000,7677,5,5,1953,773,0,2,RL,Reg,NAmes,Y,Abnorml,4,2008
485000,13518,9,5,2008,1966,1174,4,RL,Reg,NridgHt,Y,Partial,7,2009
175000,7200,5,7,1937,981,787,3,RL,Reg,SWISU,Y,Normal,6,2007
200000,12798,6,5,1997,616,1072,4,RL,IR1,ClearCr,Y,Normal,5,2008
109900,4800,4,7,1916,1196,0,2,RM,Reg,IDOTRR,Y,Normal,7,2007
189000,8199,7,5,2005,728,728,3,RL,Reg,CollgCr,Y,Normal,10,2008
582933,13891,9,5,2008,1734,1088,4,RL,Reg,NridgHt,Y,Partial,1,2009
118000,9000,5,5,1954,1128,0,2,RL,Reg,NAmes,Y,Family,6,2006
227680,12274,7,5,2008,1428,0,3,RL,IR1,Somerst,Y,Partial,7,2008
135500,9750,5,5,1967,980,0,3,RL,Reg,NAmes,Y,Normal,10,2006
223500,21384,5,6,1923,1072,504,3,RL,Reg,BrkSide,Y,Normal,5,2009
159950,13400,5,5,1966,1086,0,3,RL,Reg,NAmes,Y,Normal,6,2006
106000,8100,5,5,1898,1075,1063,2,RM,Reg,OldTown,N,Normal,11,2009
181000,10140,6,6,1974,1309,0,3,RL,Reg,NWAmes,Y,Normal,1,2006
144500,4438,6,5,2004,848,0,1,RM,Reg,CollgCr,Y,Normal,6,2008
55993,8712,5,5,1952,1044,0,2,C (all),Reg,IDOTRR,N,Alloca,6,2010
157900,9750,6,6,1958,1442,0,4,RL,Reg,NAmes,Y,Normal,4,2007
116000,8248,5,7,1918,686,564,3,RL,Reg,Edwards,Y,Normal,7,2006
224900,12137,7,5,1998,1661,0,3,RL,IR2,CollgCr,Y,Normal,5,2010
137000,11425,5,6,1954,1008,0,2,RL,IR1,NAmes,Y,Normal,7,2006
271000,13265,8,5,2002,1689,0,3,RL,IR1,Mitchel,Y,Normal,7,2008
155000,8816,6,7,1971,1052,0,3,RL,Reg,ClearCr,Y,Normal,6,2010
224000,6371,7,5,2009,1358,0,2,RL,IR1,NridgHt,Y,Partial,6,2010
183000,7226,7,5,2003,798,842,3,RL,IR1,CollgCr,Y,Normal,6,2008
93000,6000,4,4,1953,936,0,2,RM,Reg,OldTown,N,Normal,2,2009
225000,12394,7,5,2003,847,886,3,RL,IR1,Gilbert,Y,Family,10,2007
139500,9900,6,7,1940,944,545,3,RL,Reg,SWISU,Y,Normal,7,2009
232600,11216,8,5,2006,1489,0,3,FV,Reg,Somerst,Y,Partial,6,2006
385000,14803,10,5,2007,2084,0,2,RL,Reg,NridgHt,Y,Partial,6,2008
109500,6130,5,6,1924,784,0,2,RM,Reg,BrkSide,Y,Normal,5,2008
189000,8529,7,5,2001,1434,0,3,RL,IR1,SawyerW,Y,Normal,4,2009
185000,28698,5,5,1967,1160,966,3,RL,IR2,ClearCr,Y,Abnorml,6,2009
147400,2544,7,5,2005,520,623,2,FV,Reg,Somerst,Y,Normal,7,2006
166000,11900,6,5,1957,1392,0,3,RL,IR1,NAmes,Y,Normal,6,2008
151000,3180,7,5,2005,520,600,2,FV,Reg,Somerst,Y,Normal,6,2006
237000,9548,7,6,2003,941,888,3,RL,IR1,CollgCr,Y,Normal,1,2010
167000,10004,6,6,1964,1516,0,3,RL,Reg,NAmes,Y,Normal,2,2009
139950,7875,5,6,1961,1144,0,3,RL,Reg,NAmes,Y,Normal,9,2008
128000,9600,4,7,1950,1067,0,2,RL,Reg,Sawyer,Y,Normal,2,2010
153500,8100,5,6,1948,1559,0,2,RM,Reg,OldTown,Y,Normal,6,2007
100000,1680,6,5,1973,483,504,2,RM,Reg,BrDale,Y,Normal,11,2008
144000,9525,5,6,1995,1099,0,3,RL,Reg,CollgCr,Y,Normal,6,2008
130500,11767,5,6,1946,768,432,3,RL,Reg,Edwards,Y,Normal,5,2008
140000,12155,6,8,1925,810,672,4,RH,IR1,SWISU,N,Normal,3,2008
157500,10440,5,8,1904,958,581,3,RM,Reg,OldTown,Y,Normal,6,2008
174900,9020,6,7,1966,1165,0,3,RL,Reg,NAmes,Y,Normal,5,2008
141000,8000,5,4,1961,1800,0,6,RL,Reg,NAmes,N,Normal,7,2007
153900,12665,5,8,1915,876,540,4,RM,IR1,OldTown,Y,Normal,6,2008
171000,16647,5,5,1975,1701,0,3,RL,IR1,Sawyer,Y,Normal,1,2007
213000,9317,7,5,1993,1006,769,3,RL,Reg,SawyerW,Y,Normal,7,2009
133500,15523,5,6,1972,864,0,3,RL,IR1,CollgCr,Y,Normal,8,2009
240000,45600,6,8,1908,1307,1051,5,RL,IR2,ClearCr,Y,Normal,9,2008
187000,9600,6,7,1976,1094,761,3,RL,Reg,Veenker,Y,Normal,8,2007
131500,4435,6,5,2003,848,0,1,RM,Reg,CollgCr,Y,Normal,11,2007
215000,3196,8,5,2003,1456,0,2,RL,Reg,Blmngtn,Y,Normal,5,2006
164000,7128,7,5,1941,918,728,4,RL,Reg,Crawfor,Y,Normal,8,2007
158000,12095,6,6,1964,1445,0,3,RL,IR1,NAmes,Y,Normal,8,2009
170000,17920,5,4,1955,1779,0,3,RL,Reg,Sawyer,Y,Abnorml,7,2006
127000,6897,5,8,1962,1040,0,3,RL,IR1,Sawyer,Y,Normal,4,2010
147000,10970,6,6,1978,1026,0,3,RL,IR1,CollgCr,Y,Normal,10,2008
174000,8125,6,5,1994,702,779,3,RL,Reg,Gilbert,Y,Normal,3,2009
152000,10400,7,5,1976,1370,0,3,RL,Reg,NWAmes,Y,Family,6,2009
250000,11029,6,7,1968,1512,1142,4,RL,IR1,NWAmes,Y,Normal,8,2006
189950,7642,7,8,1918,912,514,3,RL,Reg,Crawfor,Y,Normal,6,2007
131500,11625,5,4,1965,1039,0,3,RL,Reg,Sawyer,Y,Normal,4,2010
152000,9672,6,5,1984,1097,0,3,RL,Reg,SawyerW,Y,Normal,5,2010
132500,7931,5,5,1959,1148,0,3,RL,Reg,NAmes,Y,Normal,7,2009
250580,8640,7,5,2007,1372,0,3,FV,Reg,Somerst,Y,Partial,5,2008
148500,8750,5,6,1970,1002,0,3,RL,IR1,NAmes,Y,Normal,8,2009
248900,10656,8,5,2006,1646,0,3,RL,IR1,Timber,Y,Partial,11,2007
129000,6970,4,5,1961,1120,0,3,RL,Reg,Sawyer,Y,Normal,5,2007
169000,14762,5,6,1948,1547,720,2,RL,IR2,Gilbert,Y,Normal,5,2006
236000,9938,7,5,1993,1062,887,3,RL,Reg,SawyerW,Y,Normal,6,2010
109500,6600,5,5,1962,894,0,2,RL,Reg,NAmes,N,Normal,8,2009
200500,8750,6,5,1998,804,878,3,RL,Reg,CollgCr,Y,Normal,6,2010
116000,8892,5,7,1953,910,0,3,RL,Reg,NAmes,Y,Normal,10,2008
133000,12144,5,7,1949,1036,0,3,RL,Reg,NAmes,Y,Normal,9,2009
66500,5720,5,6,1941,676,455,3,RM,Reg,OldTown,Y,Abnorml,8,2009
303477,9000,8,5,2007,1184,1426,4,FV,Reg,Somerst,Y,Partial,8,2007
132250,25286,4,5,1963,1040,0,3,RL,Reg,Mitchel,Y,Normal,1,2007
350000,8834,9,5,2004,1462,762,4,RL,Reg,NridgHt,Y,Normal,6,2009
148000,11782,5,7,1961,1155,0,3,RL,IR1,Sawyer,Y,Normal,6,2010
136500,7000,5,8,1978,864,0,3,RL,IR1,CollgCr,Y,Normal,7,2009
157000,7024,5,5,2005,1090,0,2,RL,Reg,Edwards,Y,Normal,6,2007
187500,13758,7,5,1990,1187,530,3,RL,IR1,Timber,Y,Normal,4,2007
178000,9636,6,5,1992,808,785,3,RL,IR1,Gilbert,Y,Normal,12,2009
118500,6204,4,5,1912,954,795,5,RL,Reg,SWISU,N,Normal,3,2006
100000,7150,5,5,1967,892,0,3,RL,Reg,NAmes,Y,Normal,7,2009
328900,5119,9,5,1999,1709,0,2,FV,IR1,Somerst,Y,Abnorml,1,2008
145000,8393,5,5,1959,1712,0,4,RL,Reg,NAmes,Y,Family,6,2006
135500,16466,5,7,1955,872,521,3,RL,IR1,Edwards,Y,Normal,4,2008
268000,15865,8,6,1970,2217,0,4,RL,IR1,NAmes,Y,Normal,10,2007
149500,12160,6,4,1953,1505,0,2,RL,Reg,NAmes,Y,Normal,2,2009
122900,8064,5,7,1949,672,252,3,RL,Reg,NAmes,Y,Normal,7,2007
172500,11184,6,5,1978,918,765,3,RL,Reg,Sawyer,Y,Normal,7,2009
154500,8414,6,8,1963,1068,0,3,RL,Reg,Sawyer,Y,Normal,2,2006
165000,13284,5,5,1954,1383,0,3,RL,Reg,Sawyer,Y,Normal,6,2008
118858,7018,5,5,1979,1535,0,4,RL,Reg,SawyerW,Y,Alloca,6,2009
140000,7056,6,5,1963,983,813,4,RL,Reg,NAmes,Y,Normal,10,2008
106500,8765,4,6,1936,951,0,2,RM,Reg,IDOTRR,N,Abnorml,4,2006
142953,7018,5,5,1979,1120,1120,6,RL,Reg,SawyerW,Y,Alloca,6,2009
611657,12919,9,5,2009,2364,0,2,RL,IR1,NridgHt,Y,Partial,3,2010
135000,6993,5,7,1961,1236,0,3,RL,Reg,Sawyer,Y,Normal,6,2006
110000,7340,4,6,1971,858,0,2,RL,IR1,NAmes,Y,Normal,6,2007
153000,8712,5,7,1957,1306,0,2,RL,IR1,NAmes,Y,Normal,5,2009
180000,7875,7,5,2003,807,702,3,RL,Reg,Gilbert,Y,Normal,7,2006
240000,14859,7,5,2006,1670,0,3,RL,IR1,Gilbert,Y,Partial,8,2006
125500,6173,5,6,1967,902,0,3,RL,IR1,Sawyer,Y,Normal,8,2007
128000,9920,5,5,1954,1063,0,3,RL,Reg,NAmes,Y,Normal,2,2010
255000,13501,8,5,2006,1636,0,3,RL,IR1,Somerst,Y,Normal,6,2007
250000,11500,7,7,1936,1020,1037,3,RL,IR1,Crawfor,Y,Normal,6,2006
131000,8885,5,5,1983,902,0,2,RL,IR1,Mitchel,Y,Normal,6,2006
174000,12589,6,5,2005,742,742,3,RL,IR2,Gilbert,Y,Normal,6,2009
154300,11600,5,5,1960,1105,1169,5,RL,Reg,NAmes,Y,Normal,1,2010
143500,9286,5,7,1977,1268,0,3,RL,IR1,CollgCr,Y,Normal,10,2009
88000,6120,5,7,1925,1015,0,3,RM,Reg,BrkSide,N,Abnorml,7,2006
145000,6270,5,6,1949,1001,1001,4,RH,Reg,Crawfor,N,Normal,8,2007
173733,3000,6,5,2009,612,612,2,FV,Reg,Somerst,Y,Partial,6,2009
75000,2001,4,5,1970,546,546,3,RM,Reg,MeadowV,Y,Normal,1,2007
35311,9000,2,3,1949,480,0,1,C (all),Reg,IDOTRR,N,Abnorml,10,2006
135000,17140,4,6,1956,1229,0,3,RL,Reg,Edwards,Y,Normal,4,2009
238000,13125,7,5,1991,912,1215,4,RL,IR1,SawyerW,Y,Normal,11,2007
176500,11029,6,8,1958,1414,0,3,RL,IR1,NAmes,Y,Normal,5,2008
201000,8462,6,5,1994,936,785,3,RL,IR1,SawyerW,Y,Normal,7,2007
145900,8777,5,7,1900,1272,928,4,RL,Reg,Edwards,Y,Normal,9,2008
169990,10237,6,5,2005,1316,0,3,RL,Reg,Gilbert,Y,Partial,10,2006
193000,8012,6,5,1993,1617,0,2,RL,Reg,SawyerW,Y,Normal,7,2008
207500,10240,6,6,1980,1686,0,3,RL,Reg,NWAmes,Y,Normal,5,2006
175000,15611,5,6,1977,1126,0,3,RL,IR1,NWAmes,Y,Abnorml,3,2008
285000,11999,8,5,2003,1234,1140,4,RL,Reg,NridgHt,Y,Normal,5,2007
176000,9900,7,5,1968,1098,880,4,RL,Reg,NWAmes,Y,Normal,4,2008
236500,11838,8,5,2001,1788,0,3,RL,Reg,CollgCr,Y,Normal,6,2009
222000,13006,7,5,1997,993,1243,4,RL,IR1,Gilbert,Y,Normal,11,2006
201000,8925,8,5,2007,1466,0,3,RL,IR1,Timber,Y,Normal,7,2009
117500,9100,5,6,1965,925,0,2,RL,Reg,NAmes,Y,Normal,7,2009
320000,11670,9,5,2006,1905,0,3,RL,IR1,Somerst,Y,Normal,3,2007
190000,8487,7,5,2004,1500,0,3,RL,Reg,CollgCr,Y,Normal,8,2009
242000,27650,7,7,1960,2069,0,4,RL,IR2,NAmes,Y,Normal,11,2008
79900,5825,4,5,1926,747,0,1,RL,IR1,BrkSide,Y,Normal,6,2006
